trip_id,operator,vehicle_type,start_station_id,end_station_id,start_time,end_time,duration_min,distance_km,fare_inr,user_type,day_type
TRP0038938,Yulu,E-Bike,BLR018,BLR019,2025-05-20 21:33:00,2025-05-20 21:35:00,2.0,0.3,13.0,Casual,Weekday
TRP0038939,Bounce,E-Scooter,BLR042,BLR026,2025-05-20 17:33:00,2025-05-20 17:35:18,2.3,0.88,13.45,Casual,Weekday
TRP0038940,Yulu,Bicycle,BLR032,BLR033,2025-05-20 02:43:00,2025-05-20 03:07:48,24.8,4.36,17.4,Subscriber,Weekday
TRP0038941,Yulu,E-Bike,BLR007,BLR007,2025-05-20 15:35:00,2025-05-20 15:38:06,3.1,0.76,14.65,Casual,Weekday
TRP0038942,Bounce,Bicycle,BLR021,BLR040,2025-05-20 18:25:00,2025-05-20 18:43:54,18.9,4.23,14.45,Subscriber,Weekday
TRP0038943,Bounce,Bicycle,BLR001,BLR001,2025-05-20 11:10:00,2025-05-20 11:34:48,24.8,3.91,17.4,Subscriber,Weekday
TRP0038944,Yulu,Bicycle,BLR032,BLR016,2025-05-20 16:59:00,2025-05-20 17:14:42,15.7,2.3,12.85,Casual,Weekday
TRP0038945,Yulu,Bicycle,BLR022,BLR016,2025-05-20 19:02:00,2025-05-20 19:05:54,3.9,0.83,6.95,Subscriber,Weekday
TRP0038946,Yulu,Bicycle,BLR007,BLR007,2025-05-20 08:01:00,2025-05-20 08:09:18,8.3,1.36,9.15,Casual,Weekday
TRP0038947,Bounce,Bicycle,BLR038,BLR001,2025-05-20 20:12:00,2025-05-20 20:19:48,7.8,1.46,8.9,Subscriber,Weekday
TRP0038948,Yulu,E-Scooter,BLR023,BLR024,2025-05-20 08:18:00,2025-05-20 08:27:12,9.2,2.19,23.8,Subscriber,Weekday
TRP0038949,Bounce,E-Bike,BLR004,BLR016,2025-05-20 15:47:00,2025-05-20 15:53:12,6.2,1.4,19.3,Subscriber,Weekday
TRP0038950,Bounce,Bicycle,BLR001,BLR008,2025-05-20 09:45:00,2025-05-20 09:47:24,2.4,0.39,6.2,Subscriber,Weekday
TRP0038951,Yulu,Bicycle,BLR020,BLR034,2025-05-20 19:18:00,2025-05-20 19:39:36,21.6,3.69,15.8,Subscriber,Weekday
TRP0038952,Bounce,Bicycle,BLR013,BLR012,2025-05-20 15:03:00,2025-05-20 15:14:06,11.1,2.05,10.55,Subscriber,Weekday
TRP0038953,Yulu,E-Scooter,BLR012,BLR010,2025-05-20 08:53:00,2025-05-20 09:00:30,7.5,1.8,21.25,Subscriber,Weekday
TRP0038954,Yulu,E-Scooter,BLR041,BLR022,2025-05-20 16:00:00,2025-05-20 16:02:06,2.1,0.71,13.15,Casual,Weekday
TRP0038955,Bounce,Bicycle,BLR031,BLR001,2025-05-20 10:17:00,2025-05-20 10:31:18,14.3,2.14,12.15,Casual,Weekday
TRP0038956,Yulu,E-Scooter,BLR015,BLR014,2025-05-20 08:59:00,2025-05-20 09:01:00,2.0,0.42,13.0,Subscriber,Weekday
TRP0038957,Yulu,Bicycle,BLR023,BLR002,2025-05-20 03:48:00,2025-05-20 03:50:42,2.7,0.41,6.35,Subscriber,Weekday
TRP0038958,Yulu,Bicycle,BLR027,BLR022,2025-05-20 07:29:00,2025-05-20 07:36:30,7.5,1.18,8.75,Casual,Weekday
TRP0038959,Bounce,E-Bike,BLR021,BLR022,2025-05-20 19:55:00,2025-05-20 20:01:54,6.9,1.9,20.35,Casual,Weekday
TRP0038960,Yulu,E-Bike,BLR033,BLR023,2025-05-20 09:23:00,2025-05-20 09:27:42,4.7,1.24,17.05,Subscriber,Weekday
TRP0038961,Bounce,E-Scooter,BLR031,BLR031,2025-05-20 15:26:00,2025-05-20 15:28:06,2.1,0.76,13.15,Subscriber,Weekday
TRP0038962,Bounce,E-Scooter,BLR031,BLR001,2025-05-20 22:14:00,2025-05-20 22:20:30,6.5,1.87,19.75,Casual,Weekday
TRP0038963,Bounce,Bicycle,BLR010,BLR010,2025-05-20 19:00:00,2025-05-20 19:12:12,12.2,2.37,11.1,Subscriber,Weekday
TRP0038964,Yulu,E-Bike,BLR025,BLR028,2025-05-20 05:48:00,2025-05-20 06:14:42,26.7,6.03,50.05,Casual,Weekday
TRP0038965,Bounce,E-Scooter,BLR024,BLR033,2025-05-20 18:56:00,2025-05-20 19:08:00,12.0,4.31,28.0,Subscriber,Weekday
TRP0038966,Yulu,E-Scooter,BLR022,BLR029,2025-05-20 10:02:00,2025-05-20 10:07:12,5.2,1.64,17.8,Subscriber,Weekday
TRP0038967,Yulu,E-Scooter,BLR012,BLR035,2025-05-20 16:03:00,2025-05-20 16:06:48,3.8,0.94,15.7,Casual,Weekday
TRP0038968,Yulu,Bicycle,BLR026,BLR011,2025-05-20 17:13:00,2025-05-20 17:29:36,16.6,2.5,13.3,Subscriber,Weekday
TRP0038969,Bounce,Bicycle,BLR042,BLR012,2025-05-20 19:32:00,2025-05-20 19:36:12,4.2,0.87,7.1,Subscriber,Weekday
TRP0038970,Yulu,E-Scooter,BLR016,BLR012,2025-05-20 20:51:00,2025-05-20 20:53:18,2.3,0.83,13.45,Casual,Weekday
TRP0038971,Yulu,Bicycle,BLR027,BLR010,2025-05-20 20:48:00,2025-05-20 21:07:24,19.4,3.1,14.7,Casual,Weekday
TRP0038972,Bounce,Bicycle,BLR021,BLR038,2025-05-20 07:24:00,2025-05-20 07:28:48,4.8,1.06,7.4,Subscriber,Weekday
TRP0038973,Yulu,E-Bike,BLR040,BLR027,2025-05-20 04:12:00,2025-05-20 04:17:42,5.7,1.51,18.55,Subscriber,Weekday
TRP0038974,Yulu,E-Scooter,BLR020,BLR014,2025-05-20 16:46:00,2025-05-20 16:54:12,8.2,2.77,22.3,Subscriber,Weekday
TRP0038975,Yulu,E-Scooter,BLR016,BLR016,2025-05-20 09:25:00,2025-05-20 09:29:30,4.5,1.15,16.75,Subscriber,Weekday
TRP0038976,Yulu,E-Scooter,BLR022,BLR010,2025-05-20 04:25:00,2025-05-20 04:35:36,10.6,2.54,25.9,Casual,Weekday
TRP0038977,Bounce,Bicycle,BLR029,BLR029,2025-05-20 08:57:00,2025-05-20 09:22:00,25.0,5.55,17.5,Subscriber,Weekday
TRP0038978,Bounce,Bicycle,BLR042,BLR015,2025-05-20 16:11:00,2025-05-20 16:16:36,5.6,1.2,7.8,Subscriber,Weekday
TRP0038979,Yulu,E-Scooter,BLR041,BLR032,2025-05-20 17:52:00,2025-05-20 17:55:12,3.2,0.99,14.8,Subscriber,Weekday
TRP0038980,Yulu,Bicycle,BLR041,BLR008,2025-05-20 16:45:00,2025-05-20 16:56:30,11.5,1.65,10.75,Casual,Weekday
TRP0038981,Yulu,E-Bike,BLR041,BLR014,2025-05-20 09:48:00,2025-05-20 09:55:42,7.7,2.3,21.55,Subscriber,Weekday
TRP0038982,Yulu,E-Scooter,BLR003,BLR008,2025-05-20 21:39:00,2025-05-20 21:41:00,2.0,0.53,13.0,Subscriber,Weekday
TRP0038983,Yulu,E-Bike,BLR023,BLR024,2025-05-20 15:00:00,2025-05-20 15:04:12,4.2,1.08,16.3,Subscriber,Weekday
TRP0038984,Yulu,E-Scooter,BLR022,BLR038,2025-05-20 20:27:00,2025-05-20 20:29:00,2.0,0.3,13.0,Subscriber,Weekday
TRP0038985,Yulu,Bicycle,BLR037,BLR002,2025-05-20 09:05:00,2025-05-20 09:21:12,16.2,2.88,13.1,Casual,Weekday
TRP0038986,Bounce,E-Scooter,BLR031,BLR020,2025-05-20 20:35:00,2025-05-20 20:41:18,6.3,2.36,19.45,Casual,Weekday
TRP0038987,Yulu,E-Scooter,BLR019,BLR008,2025-05-20 06:56:00,2025-05-20 06:58:06,2.1,0.61,13.15,Subscriber,Weekday
TRP0038988,Yulu,E-Bike,BLR003,BLR003,2025-05-20 05:09:00,2025-05-20 05:13:06,4.1,1.27,16.15,Subscriber,Weekday
TRP0038989,Yulu,Bicycle,BLR022,BLR022,2025-05-20 17:24:00,2025-05-20 17:37:48,13.8,2.35,11.9,Subscriber,Weekday
TRP0038990,Yulu,Bicycle,BLR012,BLR012,2025-05-20 17:08:00,2025-05-20 17:25:54,17.9,2.96,13.95,Subscriber,Weekday
TRP0038991,Yulu,Bicycle,BLR025,BLR026,2025-05-20 16:26:00,2025-05-20 16:32:48,6.8,1.04,8.4,Casual,Weekday
TRP0038992,Bounce,E-Bike,BLR039,BLR038,2025-05-20 06:50:00,2025-05-20 06:54:24,4.4,1.01,16.6,Subscriber,Weekday
TRP0038993,Yulu,E-Scooter,BLR023,BLR010,2025-05-20 17:13:00,2025-05-20 17:17:54,4.9,1.87,17.35,Casual,Weekday
TRP0038994,Yulu,Bicycle,BLR032,BLR016,2025-05-20 08:32:00,2025-05-20 08:39:30,7.5,1.45,8.75,Subscriber,Weekday
TRP0038995,Bounce,Bicycle,BLR021,BLR001,2025-05-20 21:50:00,2025-05-20 21:57:24,7.4,1.53,8.7,Subscriber,Weekday
TRP0038996,Yulu,E-Scooter,BLR032,BLR020,2025-05-20 16:39:00,2025-05-20 16:47:36,8.6,2.29,22.9,Subscriber,Weekday
TRP0038997,Yulu,E-Scooter,BLR007,BLR018,2025-05-20 06:24:00,2025-05-20 06:29:00,5.0,1.38,17.5,Subscriber,Weekday
TRP0038998,Yulu,Bicycle,BLR014,BLR033,2025-05-20 10:39:00,2025-05-20 10:53:06,14.1,2.1,12.05,Subscriber,Weekday
TRP0038999,Bounce,Bicycle,BLR024,BLR018,2025-05-20 00:56:00,2025-05-20 00:58:00,2.0,0.3,6.0,Subscriber,Weekday
TRP0039000,Bounce,E-Scooter,BLR004,BLR018,2025-05-20 14:07:00,2025-05-20 14:09:00,2.0,0.58,13.0,Casual,Weekday
TRP0039001,Bounce,E-Bike,BLR039,BLR040,2025-05-20 08:24:00,2025-05-20 08:29:12,5.2,1.53,17.8,Subscriber,Weekday
TRP0039002,Bounce,E-Scooter,BLR029,BLR010,2025-05-20 22:56:00,2025-05-20 22:58:18,2.3,0.85,13.45,Casual,Weekday
TRP0039003,Yulu,E-Scooter,BLR009,BLR021,2025-05-20 08:02:00,2025-05-20 08:04:00,2.0,0.55,13.0,Casual,Weekday
TRP0039004,Yulu,E-Bike,BLR016,BLR015,2025-05-20 06:03:00,2025-05-20 06:13:54,10.9,2.6,26.35,Casual,Weekday
TRP0039005,Yulu,Bicycle,BLR018,BLR019,2025-05-20 20:35:00,2025-05-20 20:38:36,3.6,0.74,6.8,Subscriber,Weekday
TRP0039006,Bounce,E-Bike,BLR001,BLR029,2025-05-20 07:29:00,2025-05-20 07:41:12,12.2,2.97,28.3,Subscriber,Weekday
TRP0039007,Bounce,Bicycle,BLR030,BLR014,2025-05-20 21:07:00,2025-05-20 21:09:54,2.9,0.61,6.45,Casual,Weekday
TRP0039008,Yulu,E-Scooter,BLR002,BLR002,2025-05-20 11:39:00,2025-05-20 11:46:24,7.4,2.2,21.1,Casual,Weekday
TRP0039009,Yulu,E-Bike,BLR040,BLR040,2025-05-20 05:32:00,2025-05-20 05:36:48,4.8,1.38,17.2,Casual,Weekday
TRP0039010,Bounce,Bicycle,BLR039,BLR014,2025-05-20 09:39:00,2025-05-20 09:43:06,4.1,0.89,7.05,Subscriber,Weekday
TRP0039011,Yulu,E-Scooter,BLR035,BLR014,2025-05-20 19:15:00,2025-05-20 19:26:00,11.0,2.97,26.5,Subscriber,Weekday
TRP0039012,Bounce,E-Scooter,BLR028,BLR014,2025-05-20 01:33:00,2025-05-20 01:38:00,5.0,1.28,17.5,Casual,Weekday
TRP0039013,Yulu,Bicycle,BLR040,BLR016,2025-05-20 09:59:00,2025-05-20 10:20:24,21.4,3.68,15.7,Casual,Weekday
TRP0039014,Yulu,E-Scooter,BLR019,BLR018,2025-05-20 21:05:00,2025-05-20 21:14:24,9.4,2.8,24.1,Subscriber,Weekday
TRP0039015,Bounce,Bicycle,BLR030,BLR032,2025-05-20 08:56:00,2025-05-20 09:06:18,10.3,2.16,10.15,Subscriber,Weekday
TRP0039016,Bounce,Bicycle,BLR024,BLR024,2025-05-20 09:00:00,2025-05-20 09:06:24,6.4,1.37,8.2,Casual,Weekday
TRP0039017,Bounce,Bicycle,BLR030,BLR021,2025-05-20 15:11:00,2025-05-20 15:40:12,29.2,4.47,19.6,Subscriber,Weekday
TRP0039018,Yulu,E-Bike,BLR022,BLR022,2025-05-20 19:40:00,2025-05-20 19:42:42,2.7,0.59,14.05,Casual,Weekday
TRP0039019,Bounce,Bicycle,BLR011,BLR011,2025-05-20 07:25:00,2025-05-20 07:39:00,14.0,2.12,12.0,Subscriber,Weekday
TRP0039020,Yulu,Bicycle,BLR009,BLR031,2025-05-20 20:43:00,2025-05-20 21:14:30,31.5,4.7,20.75,Subscriber,Weekday
TRP0039021,Bounce,Bicycle,BLR004,BLR022,2025-05-20 21:14:00,2025-05-20 21:21:12,7.2,1.56,8.6,Subscriber,Weekday
TRP0039022,Yulu,E-Scooter,BLR023,BLR011,2025-05-20 20:22:00,2025-05-20 20:24:12,2.2,0.64,13.3,Casual,Weekday
TRP0039023,Yulu,E-Bike,BLR019,BLR019,2025-05-20 10:33:00,2025-05-20 10:49:00,16.0,3.82,34.0,Subscriber,Weekday
TRP0039024,Yulu,E-Scooter,BLR040,BLR010,2025-05-20 07:01:00,2025-05-20 07:05:18,4.3,1.04,16.45,Subscriber,Weekday
TRP0039025,Bounce,Bicycle,BLR042,BLR012,2025-05-20 22:51:00,2025-05-20 23:01:24,10.4,1.74,10.2,Subscriber,Weekday
TRP0039026,Bounce,Bicycle,BLR024,BLR023,2025-05-20 09:09:00,2025-05-20 09:14:24,5.4,0.85,7.7,Subscriber,Weekday
TRP0039027,Yulu,E-Bike,BLR017,BLR017,2025-05-20 03:17:00,2025-05-20 03:21:36,4.6,1.52,16.9,Subscriber,Weekday
TRP0039028,Yulu,E-Bike,BLR009,BLR009,2025-05-20 09:15:00,2025-05-20 09:20:12,5.2,1.42,17.8,Casual,Weekday
TRP0039029,Yulu,Bicycle,BLR041,BLR002,2025-05-20 23:59:00,2025-05-21 00:05:06,6.1,0.93,8.05,Subscriber,Weekday
TRP0039030,Yulu,E-Bike,BLR019,BLR018,2025-05-20 07:35:00,2025-05-20 07:37:54,2.9,0.7,14.35,Casual,Weekday
TRP0039031,Yulu,E-Scooter,BLR022,BLR038,2025-05-20 06:46:00,2025-05-20 06:52:48,6.8,1.81,20.2,Casual,Weekday
TRP0039032,Yulu,Bicycle,BLR022,BLR002,2025-05-20 00:58:00,2025-05-20 01:05:18,7.3,1.58,8.65,Casual,Weekday
TRP0039033,Yulu,E-Bike,BLR014,BLR001,2025-05-20 04:33:00,2025-05-20 04:37:48,4.8,1.39,17.2,Casual,Weekday
TRP0039034,Yulu,E-Scooter,BLR016,BLR016,2025-05-20 19:48:00,2025-05-20 19:54:18,6.3,1.73,19.45,Subscriber,Weekday
TRP0039035,Bounce,E-Scooter,BLR029,BLR029,2025-05-20 14:50:00,2025-05-20 14:58:06,8.1,3.08,22.15,Casual,Weekday
TRP0039036,Bounce,Bicycle,BLR008,BLR008,2025-05-20 17:33:00,2025-05-20 17:48:48,15.8,3.13,12.9,Casual,Weekday
TRP0039037,Yulu,E-Bike,BLR009,BLR038,2025-05-20 19:55:00,2025-05-20 19:57:30,2.5,0.65,13.75,Subscriber,Weekday
TRP0039038,Yulu,E-Scooter,BLR016,BLR012,2025-05-20 18:46:00,2025-05-20 18:51:30,5.5,1.58,18.25,Subscriber,Weekday
TRP0039039,Bounce,E-Bike,BLR021,BLR025,2025-05-20 20:00:00,2025-05-20 20:06:48,6.8,2.19,20.2,Subscriber,Weekday
TRP0039040,Yulu,E-Scooter,BLR025,BLR037,2025-05-20 17:02:00,2025-05-20 17:04:00,2.0,0.69,13.0,Subscriber,Weekday
TRP0039041,Bounce,Bicycle,BLR008,BLR009,2025-05-20 13:36:00,2025-05-20 13:40:36,4.6,1.0,7.3,Subscriber,Weekday
TRP0039042,Yulu,E-Scooter,BLR020,BLR001,2025-05-20 07:31:00,2025-05-20 07:35:24,4.4,1.28,16.6,Casual,Weekday
TRP0039043,Bounce,Bicycle,BLR029,BLR011,2025-05-20 17:39:00,2025-05-20 17:58:24,19.4,3.37,14.7,Subscriber,Weekday
TRP0039044,Bounce,E-Scooter,BLR001,BLR041,2025-05-20 05:46:00,2025-05-20 05:51:30,5.5,2.16,18.25,Subscriber,Weekday
TRP0039045,Bounce,Bicycle,BLR024,BLR021,2025-05-20 08:27:00,2025-05-20 08:30:42,3.7,0.54,6.85,Casual,Weekday
TRP0039046,Bounce,Bicycle,BLR005,BLR005,2025-05-20 14:19:00,2025-05-20 14:29:36,10.6,2.08,10.3,Casual,Weekday
TRP0039047,Yulu,Bicycle,BLR023,BLR024,2025-05-20 09:27:00,2025-05-20 09:31:36,4.6,0.74,7.3,Subscriber,Weekday
TRP0039048,Bounce,Bicycle,BLR036,BLR024,2025-05-20 08:24:00,2025-05-20 08:27:42,3.7,0.63,6.85,Subscriber,Weekday
TRP0039049,Bounce,Bicycle,BLR030,BLR029,2025-05-20 09:54:00,2025-05-20 10:02:36,8.6,1.92,9.3,Casual,Weekday
TRP0039050,Yulu,E-Scooter,BLR023,BLR001,2025-05-20 10:22:00,2025-05-20 10:34:18,12.3,3.19,28.45,Subscriber,Weekday
TRP0039051,Bounce,Bicycle,BLR006,BLR006,2025-05-20 19:47:00,2025-05-20 19:56:30,9.5,1.69,9.75,Subscriber,Weekday
TRP0039052,Bounce,Bicycle,BLR028,BLR014,2025-05-20 10:30:00,2025-05-20 10:40:24,10.4,1.9,10.2,Subscriber,Weekday
TRP0039053,Yulu,Bicycle,BLR032,BLR032,2025-05-20 09:47:00,2025-05-20 09:49:00,2.0,0.3,6.0,Subscriber,Weekday
TRP0039054,Yulu,E-Scooter,BLR032,BLR031,2025-05-20 09:22:00,2025-05-20 09:28:48,6.8,2.57,20.2,Casual,Weekday
TRP0039055,Yulu,E-Scooter,BLR020,BLR038,2025-05-20 09:46:00,2025-05-20 10:41:00,55.0,13.13,92.5,Subscriber,Weekday
TRP0039056,Yulu,E-Bike,BLR032,BLR034,2025-05-20 16:10:00,2025-05-20 16:25:00,15.0,3.5,32.5,Subscriber,Weekday
TRP0039057,Bounce,E-Scooter,BLR005,BLR006,2025-05-20 04:54:00,2025-05-20 05:01:36,7.6,2.24,21.4,Subscriber,Weekday
TRP0039058,Yulu,E-Bike,BLR012,BLR013,2025-05-20 15:50:00,2025-05-20 15:54:24,4.4,1.33,16.6,Casual,Weekday
TRP0039059,Yulu,Bicycle,BLR041,BLR040,2025-05-20 06:23:00,2025-05-20 06:27:06,4.1,0.85,7.05,Casual,Weekday
TRP0039060,Bounce,Bicycle,BLR004,BLR015,2025-05-20 19:22:00,2025-05-20 19:36:06,14.1,2.29,12.05,Subscriber,Weekday
TRP0039061,Bounce,Bicycle,BLR021,BLR040,2025-05-20 18:42:00,2025-05-20 18:46:54,4.9,0.85,7.45,Casual,Weekday
TRP0039062,Bounce,Bicycle,BLR042,BLR038,2025-05-20 08:00:00,2025-05-20 08:14:12,14.2,2.15,12.1,Subscriber,Weekday
TRP0039063,Yulu,Bicycle,BLR003,BLR021,2025-05-20 09:03:00,2025-05-20 09:26:36,23.6,5.39,16.8,Subscriber,Weekday
TRP0039064,Yulu,E-Scooter,BLR035,BLR001,2025-05-20 19:20:00,2025-05-20 19:32:00,12.0,2.86,28.0,Subscriber,Weekday
TRP0039065,Bounce,E-Scooter,BLR034,BLR030,2025-05-20 16:47:00,2025-05-20 16:55:30,8.5,2.23,22.75,Subscriber,Weekday
TRP0039066,Yulu,E-Scooter,BLR003,BLR003,2025-05-20 22:57:00,2025-05-20 22:59:00,2.0,0.42,13.0,Casual,Weekday
TRP0039067,Yulu,E-Scooter,BLR035,BLR010,2025-05-20 07:28:00,2025-05-20 07:30:12,2.2,0.6,13.3,Subscriber,Weekday
TRP0039068,Bounce,Bicycle,BLR010,BLR011,2025-05-20 09:50:00,2025-05-20 09:54:36,4.6,0.96,7.3,Casual,Weekday
TRP0039069,Yulu,E-Scooter,BLR027,BLR011,2025-05-20 02:32:00,2025-05-20 02:39:48,7.8,2.88,21.7,Subscriber,Weekday
TRP0039070,Yulu,E-Bike,BLR026,BLR025,2025-05-20 19:19:00,2025-05-20 19:25:54,6.9,1.96,20.35,Subscriber,Weekday
TRP0039071,Bounce,E-Scooter,BLR036,BLR036,2025-05-20 06:21:00,2025-05-20 06:25:48,4.8,1.42,17.2,Casual,Weekday
TRP0039072,Yulu,E-Bike,BLR003,BLR001,2025-05-20 11:25:00,2025-05-20 11:34:24,9.4,3.23,24.1,Subscriber,Weekday
TRP0039073,Yulu,Bicycle,BLR033,BLR016,2025-05-20 23:00:00,2025-05-20 23:18:12,18.2,3.34,14.1,Subscriber,Weekday
TRP0039074,Yulu,E-Scooter,BLR012,BLR038,2025-05-20 06:20:00,2025-05-20 06:33:18,13.3,4.02,29.95,Casual,Weekday
TRP0039075,Bounce,Bicycle,BLR028,BLR018,2025-05-20 19:51:00,2025-05-20 20:04:42,13.7,2.28,11.85,Casual,Weekday
TRP0039076,Yulu,E-Scooter,BLR017,BLR016,2025-05-20 21:05:00,2025-05-20 21:15:42,10.7,3.56,26.05,Subscriber,Weekday
TRP0039077,Yulu,E-Bike,BLR033,BLR033,2025-05-20 21:56:00,2025-05-20 21:59:36,3.6,0.92,15.4,Casual,Weekday
TRP0039078,Yulu,E-Bike,BLR022,BLR014,2025-05-20 08:45:00,2025-05-20 08:49:06,4.1,0.95,16.15,Casual,Weekday
TRP0039079,Yulu,E-Scooter,BLR002,BLR021,2025-05-20 08:18:00,2025-05-20 08:30:54,12.9,3.14,29.35,Casual,Weekday
TRP0039080,Yulu,Bicycle,BLR041,BLR040,2025-05-20 09:10:00,2025-05-20 09:19:54,9.9,1.83,9.95,Casual,Weekday
TRP0039081,Bounce,E-Scooter,BLR021,BLR020,2025-05-20 23:59:00,2025-05-21 00:23:54,24.9,6.41,47.35,Casual,Weekday
TRP0039082,Yulu,E-Scooter,BLR022,BLR021,2025-05-20 13:52:00,2025-05-20 13:54:30,2.5,0.67,13.75,Subscriber,Weekday
TRP0039083,Yulu,Bicycle,BLR007,BLR007,2025-05-20 20:52:00,2025-05-20 20:54:36,2.6,0.55,6.3,Subscriber,Weekday
TRP0039084,Bounce,E-Scooter,BLR008,BLR016,2025-05-20 01:54:00,2025-05-20 01:59:54,5.9,2.14,18.85,Casual,Weekday
TRP0039085,Yulu,E-Scooter,BLR018,BLR014,2025-05-20 10:17:00,2025-05-20 10:21:00,4.0,1.57,16.0,Subscriber,Weekday
TRP0039086,Yulu,E-Bike,BLR014,BLR015,2025-05-20 03:39:00,2025-05-20 03:41:54,2.9,0.91,14.35,Subscriber,Weekday
TRP0039087,Bounce,Bicycle,BLR013,BLR012,2025-05-20 21:26:00,2025-05-20 21:45:24,19.4,3.36,14.7,Subscriber,Weekday
TRP0039088,Yulu,Bicycle,BLR023,BLR024,2025-05-20 09:49:00,2025-05-20 09:55:54,6.9,1.18,8.45,Casual,Weekday
TRP0039089,Bounce,E-Bike,BLR010,BLR025,2025-05-20 20:46:00,2025-05-20 20:49:12,3.2,0.95,14.8,Casual,Weekday
TRP0039090,Bounce,E-Scooter,BLR004,BLR004,2025-05-20 09:51:00,2025-05-20 09:53:00,2.0,0.32,13.0,Subscriber,Weekday
TRP0039091,Bounce,Bicycle,BLR029,BLR011,2025-05-20 18:35:00,2025-05-20 18:39:18,4.3,0.7,7.15,Subscriber,Weekday
TRP0039092,Bounce,Bicycle,BLR004,BLR040,2025-05-20 23:26:00,2025-05-21 00:08:54,42.9,7.01,26.45,Casual,Weekday
TRP0039093,Yulu,E-Scooter,BLR018,BLR015,2025-05-20 18:35:00,2025-05-20 19:00:30,25.5,6.37,48.25,Subscriber,Weekday
TRP0039094,Yulu,E-Bike,BLR040,BLR016,2025-05-20 09:45:00,2025-05-20 09:52:48,7.8,2.71,21.7,Subscriber,Weekday
TRP0039095,Yulu,E-Bike,BLR035,BLR041,2025-05-20 11:42:00,2025-05-20 11:44:00,2.0,0.56,13.0,Subscriber,Weekday
TRP0039096,Bounce,E-Bike,BLR008,BLR002,2025-05-20 17:24:00,2025-05-20 17:28:06,4.1,1.13,16.15,Casual,Weekday
TRP0039097,Bounce,Bicycle,BLR039,BLR038,2025-05-20 03:36:00,2025-05-20 03:43:54,7.9,1.52,8.95,Subscriber,Weekday
TRP0039098,Bounce,Bicycle,BLR024,BLR031,2025-05-20 10:19:00,2025-05-20 10:35:06,16.1,2.34,13.05,Subscriber,Weekday
TRP0039099,Bounce,Bicycle,BLR021,BLR022,2025-05-20 07:01:00,2025-05-20 07:05:54,4.9,0.81,7.45,Subscriber,Weekday
TRP0039100,Yulu,Bicycle,BLR033,BLR005,2025-05-20 19:59:00,2025-05-20 20:09:12,10.2,2.02,10.1,Subscriber,Weekday
TRP0039101,Bounce,Bicycle,BLR030,BLR022,2025-05-20 20:23:00,2025-05-20 20:25:18,2.3,0.34,6.15,Subscriber,Weekday
TRP0039102,Yulu,Bicycle,BLR027,BLR019,2025-05-20 17:50:00,2025-05-20 17:56:30,6.5,1.39,8.25,Casual,Weekday
TRP0039103,Yulu,E-Scooter,BLR015,BLR012,2025-05-20 12:54:00,2025-05-20 13:01:12,7.2,2.03,20.8,Subscriber,Weekday
TRP0039104,Bounce,E-Scooter,BLR013,BLR012,2025-05-20 22:38:00,2025-05-20 22:47:18,9.3,3.11,23.95,Subscriber,Weekday
TRP0039105,Yulu,Bicycle,BLR002,BLR002,2025-05-20 20:03:00,2025-05-20 20:05:00,2.0,0.3,6.0,Casual,Weekday
TRP0039106,Bounce,E-Scooter,BLR004,BLR003,2025-05-20 18:26:00,2025-05-20 18:28:48,2.8,0.9,14.2,Subscriber,Weekday
TRP0039107,Bounce,E-Bike,BLR028,BLR027,2025-05-20 08:55:00,2025-05-20 09:05:36,10.6,2.75,25.9,Subscriber,Weekday
TRP0039108,Bounce,E-Bike,BLR029,BLR008,2025-05-20 19:25:00,2025-05-20 19:32:12,7.2,1.68,20.8,Casual,Weekday
TRP0039109,Yulu,E-Bike,BLR035,BLR011,2025-05-20 12:52:00,2025-05-20 13:02:24,10.4,2.27,25.6,Casual,Weekday
TRP0039110,Yulu,Bicycle,BLR015,BLR014,2025-05-20 21:32:00,2025-05-20 21:36:12,4.2,0.63,7.1,Casual,Weekday
TRP0039111,Yulu,E-Scooter,BLR018,BLR038,2025-05-20 22:10:00,2025-05-20 22:15:24,5.4,1.32,18.1,Subscriber,Weekday
TRP0039112,Bounce,E-Scooter,BLR008,BLR010,2025-05-20 20:22:00,2025-05-20 20:25:36,3.6,1.16,15.4,Subscriber,Weekday
TRP0039113,Yulu,E-Bike,BLR007,BLR029,2025-05-20 18:50:00,2025-05-20 18:55:36,5.6,1.81,18.4,Subscriber,Weekday
TRP0039114,Bounce,Bicycle,BLR034,BLR034,2025-05-20 20:55:00,2025-05-20 21:30:24,35.4,5.11,22.7,Subscriber,Weekday
TRP0039115,Yulu,E-Scooter,BLR033,BLR011,2025-05-20 18:57:00,2025-05-20 19:02:18,5.3,1.64,17.95,Subscriber,Weekday
TRP0039116,Yulu,Bicycle,BLR041,BLR001,2025-05-20 19:42:00,2025-05-20 19:49:42,7.7,1.19,8.85,Subscriber,Weekday
TRP0039117,Yulu,Bicycle,BLR032,BLR032,2025-05-20 07:57:00,2025-05-20 08:13:00,16.0,2.44,13.0,Subscriber,Weekday
TRP0039118,Bounce,E-Scooter,BLR005,BLR018,2025-05-20 13:38:00,2025-05-20 13:47:54,9.9,2.89,24.85,Casual,Weekday
TRP0039119,Bounce,E-Scooter,BLR006,BLR016,2025-05-20 18:27:00,2025-05-20 18:32:48,5.8,2.15,18.7,Casual,Weekday
